广东电信组播👉,#genre#
都市剧场,http://summer-xa.icopylock.com:8888/udp/239.111.205.171:5140
都市剧场,http://summer-xa.icopylock.com:8888/udp/239.111.205.2:5140
法治天地,http://summer-xa.icopylock.com:8888/udp/239.109.205.57:8392
法治天地,http://summer-xa.icopylock.com:8888/udp/239.111.205.178:5140
甘肃卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.125:8936
甘肃卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.48:5140
高网,http://summer-xa.icopylock.com:8888/udp/239.110.205.16:9810
高网,http://summer-xa.icopylock.com:8888/udp/239.112.205.90:5140
广东卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.188:9610
广东卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.38:8232
广东卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.33:5140
广东卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.66:5140
广西卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.39:8240
广西卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.51:5140
贵州卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.139:9024
贵州卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.40:8248
贵州卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.178:5140
贵州卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.47:5140
海南卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.41:8256
海南卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.50:5140
河北卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.158:9106
河北卫视,http://summer-xa.icopylock.com:8888/udp/239.110.205.14:9802
河北卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.200:5140
河北卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.57:5140
河南卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.140:9026
河南卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.32:8184
河南卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.180:5140
河南卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.43:5140
黑龙江卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.190:9604
黑龙江卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.36:8216
黑龙江卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.35:5140
黑龙江卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.68:5140
湖北卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.165:9006
湖北卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.28:8152
湖北卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.36:5140
湖北卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.69:5140
湖南快乐购[768*576],http://summer-xa.icopylock.com:8888/udp/239.111.205.37:5140
湖南卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.163:9002
湖南卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.27:8144
湖南卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.29:5140
湖南卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.62:5140
华阴[720*576],http://summer-xa.icopylock.com:8888/udp/239.112.205.193:5140
华阴1,http://summer-xa.icopylock.com:8888/udp/239.109.205.63:8440
华州综合,http://summer-xa.icopylock.com:8888/udp/239.109.205.93:8680
华州综合[768*576],http://summer-xa.icopylock.com:8888/udp/239.112.205.192:5140
欢笑剧场,http://summer-xa.icopylock.com:8888/udp/239.109.205.51:8344
欢笑剧场,http://summer-xa.icopylock.com:8888/udp/239.112.205.236:5140
欢笑剧场4K,http://summer-xa.icopylock.com:8888/udp/239.110.205.36:9850
欢笑剧场4K,http://summer-xa.icopylock.com:8888/udp/239.111.205.1:5140
环球旅游,http://summer-xa.icopylock.com:8888/udp/239.110.205.74:8004
环球旅游[768*576],http://summer-xa.icopylock.com:8888/udp/239.111.205.61:5140
吉林卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.115:8856
吉林卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.35:8208
吉林卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.183:5140
吉林卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.45:5140
极速汽车,http://summer-xa.icopylock.com:8888/udp/239.109.205.64:8448
极速汽车,http://summer-xa.icopylock.com:8888/udp/239.111.205.185:5140
纪实人文,http://summer-xa.icopylock.com:8888/udp/239.109.205.215:9216
纪实人文,http://summer-xa.icopylock.com:8888/udp/239.109.205.52:8352
纪实人文,http://summer-xa.icopylock.com:8888/udp/239.111.205.14:5140
纪实人文,http://summer-xa.icopylock.com:8888/udp/239.112.205.204:5140
家家购物,http://summer-xa.icopylock.com:8888/udp/239.110.205.30:9784
家有购物,http://summer-xa.icopylock.com:8888/udp/239.110.205.31:9788
家有购物[768*576],http://summer-xa.icopylock.com:8888/udp/239.111.205.95:5140
嘉佳卡通,http://summer-xa.icopylock.com:8888/udp/239.109.205.150:9078
嘉佳卡通,http://summer-xa.icopylock.com:8888/udp/239.112.205.135:5140
江苏卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.119:8368
江苏卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.22:8104
江苏卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.30:5140
江苏卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.63:5140
江西卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.29:8160
江西卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.96:8704
江西卫视,http://summer-xa.icopylock.com:8888/udp/239.111.205.16:5140
江西卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.44:5140
金色频道,http://summer-xa.icopylock.com:8888/udp/239.111.205.186:5140
金色学堂,http://summer-xa.icopylock.com:8888/udp/239.109.205.65:8456
金鹰纪实,http://summer-xa.icopylock.com:8888/udp/239.109.205.59:8408
金鹰纪实,http://summer-xa.icopylock.com:8888/udp/239.112.205.203:5140
金鹰卡通,http://summer-xa.icopylock.com:8888/udp/239.109.205.42:8272
金鹰卡通,http://summer-xa.icopylock.com:8888/udp/239.112.205.136:5140
精选,http://summer-xa.icopylock.com:8888/udp/239.110.205.56:9950
聚鲨环球,http://summer-xa.icopylock.com:8888/udp/239.110.205.34:9800
聚鲨环球,http://summer-xa.icopylock.com:8888/udp/239.112.205.158:5140
卡酷动画,http://summer-xa.icopylock.com:8888/udp/239.112.205.138:5140
卡酷卡通,http://summer-xa.icopylock.com:8888/udp/239.109.205.124:8928
乐游,http://summer-xa.icopylock.com:8888/udp/239.109.205.56:8384
辽宁卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.34:8200
辽宁卫视,http://summer-xa.icopylock.com:8888/udp/239.110.205.12:9794
辽宁卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.52:5140
辽宁卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.73:5140
内蒙古卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.46:8304
内蒙古卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.55:5140
宁夏卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.126:8944
宁夏卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.49:5140
农林卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.27:5140
七彩戏剧,http://summer-xa.icopylock.com:8888/udp/239.109.205.60:8416
七彩戏剧,http://summer-xa.icopylock.com:8888/udp/239.111.205.181:5140
青海卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.44:8288
青海卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.53:5140
全纪实,http://summer-xa.icopylock.com:8888/udp/239.109.205.156:9102
全纪实,http://summer-xa.icopylock.com:8888/udp/239.111.205.177:5140
全纪实,http://summer-xa.icopylock.com:8888/udp/239.111.205.3:5140
融媒直播,http://summer-xa.icopylock.com:8888/udp/239.111.205.6:5140
三沙卫视[768*576],http://summer-xa.icopylock.com:8888/udp/239.111.205.52:5140
厦门卫视,http://summer-xa.icopylock.com:8888/udp/239.110.205.21:9830
厦门卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.60:5140
山东教育,http://summer-xa.icopylock.com:8888/udp/239.109.205.91:8664
山东卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.191:9606
山东卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.25:8128
山东卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.37:5140
山东卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.70:5140
山西卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.26:8136
山西卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.46:5140
山西优购物[768*576],http://summer-xa.icopylock.com:8888/udp/239.112.205.209:5140
深圳卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.189:9602
深圳卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.43:8280
深圳卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.34:5140
深圳卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.67:5140
生活时尚,http://summer-xa.icopylock.com:8888/udp/239.109.205.55:8376
生活时尚,http://summer-xa.icopylock.com:8888/udp/239.111.205.176:5140
生态环境,http://summer-xa.icopylock.com:8888/udp/239.110.205.73:8000
生态环境[768*576],http://summer-xa.icopylock.com:8888/udp/239.111.205.60:5140
丝路,http://summer-xa.icopylock.com:8888/udp/239.110.205.40:9866
四川卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.31:8176
四川卫视,http://summer-xa.icopylock.com:8888/udp/239.110.205.18:9818
四川卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.184:5140
四川卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.38:5140
台球,http://summer-xa.icopylock.com:8888/udp/239.110.205.22:9834
天津卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.33:8192
天津卫视,http://summer-xa.icopylock.com:8888/udp/239.110.205.23:9838
天津卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.41:5140
天津卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.74:5140
新疆卫视,http://summer-xa.icopylock.com:8888/udp/239.110.205.13:9798
新疆卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.56:5140
央广购物,http://summer-xa.icopylock.com:8888/udp/239.109.205.75:8536
央广购物[768*576],http://summer-xa.icopylock.com:8888/udp/239.112.205.208:5140
优购物,http://summer-xa.icopylock.com:8888/udp/239.109.205.101:8744
优漫卡通,http://summer-xa.icopylock.com:8888/udp/239.110.205.17:9814
优漫卡通,http://summer-xa.icopylock.com:8888/udp/239.112.205.185:5140
优优宝贝,http://summer-xa.icopylock.com:8888/udp/239.110.205.75:8008
优优宝贝[768*576],http://summer-xa.icopylock.com:8888/udp/239.111.205.62:5140
游戏风云,http://summer-xa.icopylock.com:8888/udp/239.109.205.195:9642
游戏风云,http://summer-xa.icopylock.com:8888/udp/239.109.205.62:8432
游戏风云,http://summer-xa.icopylock.com:8888/udp/239.111.205.183:5140
游戏风云,http://summer-xa.icopylock.com:8888/udp/239.111.205.4:5140
云南卫视,http://summer-xa.icopylock.com:8888/udp/239.110.205.15:9806
云南卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.58:5140
浙江卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.120:8896
浙江卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.23:8112
浙江卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.31:5140
浙江卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.64:5140
直播室101,http://summer-xa.icopylock.com:8888/udp/239.109.205.170:9612
直播室101,http://summer-xa.icopylock.com:8888/udp/239.111.205.20:5140
直播室102,http://summer-xa.icopylock.com:8888/udp/239.109.205.171:9614
直播室103,http://summer-xa.icopylock.com:8888/udp/239.109.205.172:9616
直播室103,http://summer-xa.icopylock.com:8888/udp/239.111.205.22:5140
直播室104,http://summer-xa.icopylock.com:8888/udp/239.109.205.173:9618
直播室104,http://summer-xa.icopylock.com:8888/udp/239.111.205.23:5140
直播室105,http://summer-xa.icopylock.com:8888/udp/239.109.205.174:9620
直播室105,http://summer-xa.icopylock.com:8888/udp/239.111.205.24:5140
直播室106,http://summer-xa.icopylock.com:8888/udp/239.109.205.175:9622
直播室106,http://summer-xa.icopylock.com:8888/udp/239.111.205.25:5140
直播室107,http://summer-xa.icopylock.com:8888/udp/239.109.205.176:9624
直播室107,http://summer-xa.icopylock.com:8888/udp/239.111.205.26:5140
直播室108,http://summer-xa.icopylock.com:8888/udp/239.109.205.219:9714
直播室108,http://summer-xa.icopylock.com:8888/udp/239.111.205.43:5140
直播室109,http://summer-xa.icopylock.com:8888/udp/239.109.205.220:9718
直播室109,http://summer-xa.icopylock.com:8888/udp/239.111.205.44:5140
直播室110,http://summer-xa.icopylock.com:8888/udp/239.109.205.221:9722
直播室110,http://summer-xa.icopylock.com:8888/udp/239.111.205.45:5140
直播室111,http://summer-xa.icopylock.com:8888/udp/239.109.205.222:9726
直播室111,http://summer-xa.icopylock.com:8888/udp/239.111.205.46:5140
直播室201,http://summer-xa.icopylock.com:8888/udp/239.109.205.108:8800
直播室201,http://summer-xa.icopylock.com:8888/udp/239.111.205.199:5140
直播室202,http://summer-xa.icopylock.com:8888/udp/239.109.205.109:8808
直播室202,http://summer-xa.icopylock.com:8888/udp/239.111.205.200:5140
直播室203,http://summer-xa.icopylock.com:8888/udp/239.109.205.110:8816
直播室203,http://summer-xa.icopylock.com:8888/udp/239.111.205.201:5140
直播室204,http://summer-xa.icopylock.com:8888/udp/239.109.205.111:8824
直播室204,http://summer-xa.icopylock.com:8888/udp/239.111.205.202:5140
直播室205,http://summer-xa.icopylock.com:8888/udp/239.109.205.112:8832
直播室205,http://summer-xa.icopylock.com:8888/udp/239.111.205.203:5140
直播室206,http://summer-xa.icopylock.com:8888/udp/239.109.205.113:8840
直播室206,http://summer-xa.icopylock.com:8888/udp/239.111.205.204:5140
直播室207,http://summer-xa.icopylock.com:8888/udp/239.109.205.114:8848
直播室207,http://summer-xa.icopylock.com:8888/udp/239.111.205.205:5140
直播室208,http://summer-xa.icopylock.com:8888/udp/239.109.205.223:9730
直播室208,http://summer-xa.icopylock.com:8888/udp/239.111.205.47:5140
直播室209,http://summer-xa.icopylock.com:8888/udp/239.109.205.224:9734
直播室209,http://summer-xa.icopylock.com:8888/udp/239.111.205.48:5140
直播室210,http://summer-xa.icopylock.com:8888/udp/239.109.205.225:9738
直播室210,http://summer-xa.icopylock.com:8888/udp/239.111.205.49:5140
直播室211,http://summer-xa.icopylock.com:8888/udp/239.109.205.226:9742
直播室211,http://summer-xa.icopylock.com:8888/udp/239.111.205.50:5140
中视购物[768*576],http://summer-xa.icopylock.com:8888/udp/239.111.205.96:5140
重庆卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.30:8168
重庆卫视,http://summer-xa.icopylock.com:8888/udp/239.109.205.70:8496
重庆卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.179:5140
重庆卫视,http://summer-xa.icopylock.com:8888/udp/239.112.205.40:5140
足球,http://summer-xa.icopylock.com:8888/udp/239.110.205.25:9846
足球,http://summer-xa.icopylock.com:8888/udp/239.112.205.127:5140

新疆电信组播带域名👉,#genre#
CCTV01,http://office.gofaraway.top:888/udp/238.125.0.1:5140
CCTV02,http://office.gofaraway.top:888/udp/238.125.0.2:5140
CCTV04,http://office.gofaraway.top:888/udp/238.125.0.3:5140
CCTV07,http://office.gofaraway.top:888/udp/238.125.0.4:5140
2.5M-CGTN,http://office.gofaraway.top:888/udp/238.125.0.5:5140
CCTV10,http://office.gofaraway.top:888/udp/238.125.0.6:5140
CCTV11,http://office.gofaraway.top:888/udp/238.125.0.7:5140
CCTV12,http://office.gofaraway.top:888/udp/238.125.0.8:5140
CCTV13,http://office.gofaraway.top:888/udp/238.125.0.9:5140
CCTV01高清,http://office.gofaraway.top:888/udp/238.125.1.1:5140
深圳高清,http://office.gofaraway.top:888/udp/238.125.1.2:5140
北京高清,http://office.gofaraway.top:888/udp/238.125.1.3:5140
湖南高清,http://office.gofaraway.top:888/udp/238.125.1.4:5140
东方高清,http://office.gofaraway.top:888/udp/238.125.1.5:5140
江苏高清,http://office.gofaraway.top:888/udp/238.125.1.6:5140
浙江高清,http://office.gofaraway.top:888/udp/238.125.1.7:5140
黑龙江高清,http://office.gofaraway.top:888/udp/238.125.1.8:5140
安徽高清,http://office.gofaraway.top:888/udp/238.125.1.9:5140
新疆教育电视台,http://office.gofaraway.top:888/udp/238.125.2.8:5140
霍城-2 HD(维语),http://office.gofaraway.top:888/udp/238.125.3.6:5140
霍城-1 HD,http://office.gofaraway.top:888/udp/238.125.3.7:5140
特克斯2,http://office.gofaraway.top:888/udp/238.125.3.9:5140
CCTV01,http://office.gofaraway.top:888/udp/238.125.4.1:5140
CCTV02,http://office.gofaraway.top:888/udp/238.125.4.2:5140
CCTV04,http://office.gofaraway.top:888/udp/238.125.4.3:5140
CCTV07,http://office.gofaraway.top:888/udp/238.125.4.4:5140
2.5M-CGTN,http://office.gofaraway.top:888/udp/238.125.4.5:5140
CCTV10,http://office.gofaraway.top:888/udp/238.125.4.6:5140
CCTV11,http://office.gofaraway.top:888/udp/238.125.4.7:5140
CCTV12,http://office.gofaraway.top:888/udp/238.125.4.8:5140
CCTV13,http://office.gofaraway.top:888/udp/238.125.4.9:5140
CCTV01高清,http://office.gofaraway.top:888/udp/238.125.5.1:5140
深圳高清,http://office.gofaraway.top:888/udp/238.125.5.2:5140
北京高清,http://office.gofaraway.top:888/udp/238.125.5.3:5140
湖南高清,http://office.gofaraway.top:888/udp/238.125.5.4:5140
东方高清,http://office.gofaraway.top:888/udp/238.125.5.5:5140
江苏高清,http://office.gofaraway.top:888/udp/238.125.5.6:5140
浙江高清,http://office.gofaraway.top:888/udp/238.125.5.7:5140
黑龙江高清,http://office.gofaraway.top:888/udp/238.125.5.8:5140
安徽高清,http://office.gofaraway.top:888/udp/238.125.5.9:5140
CGTN记录,http://office.gofaraway.top:888/udp/238.125.6.1:5140
CGTN俄语,http://office.gofaraway.top:888/udp/238.125.6.2:5140
CGTN记录,http://office.gofaraway.top:888/udp/238.125.6.3:5140
CGTN西语,http://office.gofaraway.top:888/udp/238.125.6.4:5140
新疆教育电视台,http://office.gofaraway.top:888/udp/238.125.6.8:5140
霍城-2 HD(维语),http://office.gofaraway.top:888/udp/238.125.7.6:5140
霍城-1 HD,http://office.gofaraway.top:888/udp/238.125.7.7:5140
CCTV14,http://office.gofaraway.top:888/udp/238.125.0.10:5140
CCTV15,http://office.gofaraway.top:888/udp/238.125.0.11:5140
XJTV01,http://office.gofaraway.top:888/udp/238.125.0.12:5140
兵团卫视,http://office.gofaraway.top:888/udp/238.125.0.13:5140
东方卫视,http://office.gofaraway.top:888/udp/238.125.0.14:5140
湖南卫视,http://office.gofaraway.top:888/udp/238.125.0.15:5140
安徽卫视,http://office.gofaraway.top:888/udp/238.125.0.16:5140
江苏,http://office.gofaraway.top:888/udp/238.125.0.17:5140
浙江卫视,http://office.gofaraway.top:888/udp/238.125.0.18:5140
海南卫视,http://office.gofaraway.top:888/udp/238.125.0.19:5140
广西卫视,http://office.gofaraway.top:888/udp/238.125.0.20:5140
四川卫视,http://office.gofaraway.top:888/udp/238.125.0.21:5140
山东卫视,http://office.gofaraway.top:888/udp/238.125.0.22:5140
辽宁,http://office.gofaraway.top:888/udp/238.125.0.23:5140
北京卫视,http://office.gofaraway.top:888/udp/238.125.0.24:5140
广东卫视,http://office.gofaraway.top:888/udp/238.125.0.25:5140
东南卫视,http://office.gofaraway.top:888/udp/238.125.0.26:5140
重庆卫视,http://office.gofaraway.top:888/udp/238.125.0.27:5140
2.5M-炫动卡通,http://office.gofaraway.top:888/udp/238.125.0.28:5140
河南卫视,http://office.gofaraway.top:888/udp/238.125.0.29:5140
天津卫视,http://office.gofaraway.top:888/udp/238.125.0.30:5140
江西卫视,http://office.gofaraway.top:888/udp/238.125.0.31:5140
湖北卫视,http://office.gofaraway.top:888/udp/238.125.0.32:5140
山西卫视,http://office.gofaraway.top:888/udp/238.125.0.33:5140
贵州卫视,http://office.gofaraway.top:888/udp/238.125.0.34:5140
CETV-1,http://office.gofaraway.top:888/udp/238.125.0.35:5140
CETV-2,http://office.gofaraway.top:888/udp/238.125.0.36:5140
CETV-4,http://office.gofaraway.top:888/udp/238.125.0.37:5140
金鹰卡通,http://office.gofaraway.top:888/udp/238.125.0.38:5140
青海卫视,http://office.gofaraway.top:888/udp/238.125.0.39:5140
吉林卫视,http://office.gofaraway.top:888/udp/238.125.0.40:5140
黑龙江卫视,http://office.gofaraway.top:888/udp/238.125.0.41:5140
深圳卫视,http://office.gofaraway.top:888/udp/238.125.0.42:5140
西藏,http://office.gofaraway.top:888/udp/238.125.0.43:5140
